14,2,1257.92,385.85,35.39,104.87,0.87,-1,-1,-1
14,3,1290.65,403.07,40.05,118.41,0.82,-1,-1,-1
15,1,1269.22,432.25,48.99,113.34,0.86,-1,-1,-1
15,2,1254.83,385.62,36.61,105.51,0.88,-1,-1,-1
15,3,1289.75,403.01,39.59,116.69,0.85,-1,-1,-1
16,1,1269.14,431.96,49.11,113.09,0.86,-1,-1,-1
16,2,1252.85,385.53,37.89,106.21,0.89,-1,-1,-1
16,3,1288.91,403.22,39.59,115.55,0.85,-1,-1,-1
17,1,1269.30,432.51,48.82,112.09,0.86,-1,-1,-1
17,2,1250.92,385.71,39.06,106.47,0.88,-1,-1,-1
17,3,1288.16,403.29,39.65,114.22,0.86,-1,-1,-1
18,1,1268.89,432.94,48.78,111.69,0.87,-1,-1,-1
18,2,1248.47,385.56,40.34,107.02,0.88,-1,-1,-1
18,3,1286.77,402.87,40.19,113.70,0.87,-1,-1,-1
19,1,1268.42,433.31,48.54,111.09,0.87,-1,-1,-1
19,2,1246.21,385.72,41.81,107.68,0.87,-1,-1,-1
19,3,1285.95,402.04,41.06,114.40,0.87,-1,-1,-1
20,1,1268.07,433.66,48.84,110.86,0.87,-1,-1,-1
20,2,1244.17,386.00,43.04,108.37,0.87,-1,-1,-1
20,3,1284.94,401.51,41.97,115.11,0.87,-1,-1,-1
21,1,1267.62,434.45,48.74,110.32,0.87,-1,-1,-1
21,2,1243.19,386.54,44.02,108.63,0.87,-1,-1,-1
21,3,1283.97,401.53,42.67,115.38,0.86,-1,-1,-1
22,1,1266.21,434.29,48.52,110.11,0.85,-1,-1,-1
22,2,1242.41,386.52,44.43,107.83,0.87,-1,-1,-1
22,3,1283.48,401.55,43.26,115.47,0.86,-1,-1,-1
23,1,1264.73,432.87,48.58,110.93,0.81,-1,-1,-1
23,2,1241.22,386.51,44.68,107.07,0.87,-1,-1,-1
23,3,1282.87,401.11,43.50,115.05,0.86,-1,-1,-1
24,1,1264.04,431.89,48.91,112.13,0.81,-1,-1,-1
24,2,1240.36,386.73,44.79,106.34,0.86,-1,-1,-1
24,3,1282.12,400.95,43.79,114.44,0.86,-1,-1,-1
25,1,1261.85,433.29,47.62,110.81,0.82,-1,-1,-1
25,2,1239.67,386.80,44.76,105.62,0.88,-1,-1,-1
25,3,1282.11,400.68,44.31,114.65,0.87,-1,-1,-1
26,1,1260.95,434.72,46.43,109.40,0.83,-1,-1,-1
26,2,1238.93,386.60,44.89,105.35,0.88,-1,-1,-1
26,3,1281.63,400.35,44.63,115.18,0.87,-1,-1,-1
27,1,1260.41,435.25,45.54,108.87,0.83,-1,-1,-1
27,2,1238.71,386.30,44.92,104.81,0.88,-1,-1,-1
27,3,1281.43,400.46,44.82,115.38,0.87,-1,-1,-1
28,1,1260.50,435.66,44.70,108.23,0.81,-1,-1,-1
28,2,1238.60,386.18,45.06,104.61,0.87,-1,-1,-1
28,3,1281.49,400.73,44.67,115.00,0.87,-1,-1,-1
29,1,1261.65,435.58,44.03,107.10,0.77,-1,-1,-1
29,2,1238.06,386.36,45.28,104.99,0.87,-1,-1,-1
29,3,1280.18,400.62,44.66,115.75,0.87,-1,-1,-1
30,1,1260.55,435.54,43.32,107.14,0.78,-1,-1,-1
30,2,1237.79,385.98,45.55,105.59,0.87,-1,-1,-1
30,3,1279.14,400.13,44.89,116.47,0.87,-1,-1,-1
31,1,1259.78,435.73,41.13,103.13,0.77,-1,-1,-1
31,2,1237.25,386.06,45.71,106.27,0.86,-1,-1,-1
31,3,1277.74,399.95,45.24,117.63,0.87,-1,-1,-1
32,1,1259.07,436.48,39.41,99.81,0.80,-1,-1,-1
32,2,1236.20,386.31,45.73,106.97,0.86,-1,-1,-1
32,3,1276.44,400.11,45.20,118.06,0.87,-1,-1,-1
33,1,1257.28,436.51,39.17,99.99,0.79,-1,-1,-1
33,2,1235.37,386.40,44.88,106.35,0.86,-1,-1,-1
33,3,1275.79,400.40,44.66,117.77,0.85,-1,-1,-1
34,1,1255.34,436.52,39.03,99.64,0.80,-1,-1,-1
34,2,1234.42,386.66,44.08,105.66,0.87,-1,-1,-1
34,3,1274.98,400.29,42.95,114.53,0.84,-1,-1,-1
35,1,1255.04,436.96,39.12,99.54,0.78,-1,-1,-1
35,2,1233.94,386.76,43.20,104.51,0.88,-1,-1,-1
35,3,1274.29,400.48,41.35,111.48,0.83,-1,-1,-1
36,1,1252.83,435.99,39.85,101.34,0.81,-1,-1,-1
36,2,1232.67,386.57,43.33,106.32,0.87,-1,-1,-1
36,3,1272.60,400.33,40.98,112.62,0.84,-1,-1,-1
37,1,1252.88,435.40,41.11,103.81,0.81,-1,-1,-1
37,2,1231.55,386.27,42.94,107.44,0.88,-1,-1,-1
37,3,1270.21,400.27,40.86,114.83,0.84,-1,-1,-1
38,1,1252.64,434.95,41.31,103.42,0.72,-1,-1,-1
38,2,1231.09,385.94,42.04,106.97,0.88,-1,-1,-1
38,3,1269.15,400.25,40.32,115.67,0.84,-1,-1,-1
39,1,1252.51,434.78,41.54,102.84,0.63,-1,-1,-1
39,2,1230.24,386.03,41.34,107.24,0.88,-1,-1,-1
39,3,1269.16,400.25,39.40,115.10,0.83,-1,-1,-1
40,1,1251.23,434.94,42.37,104.41,0.80,-1,-1,-1
40,2,1229.58,386.07,40.93,107.78,0.87,-1,-1,-1
40,3,1269.47,400.92,38.53,113.99,0.85,-1,-1,-1
41,1,1251.62,435.00,43.65,106.77,0.81,-1,-1,-1
41,2,1228.80,386.08,41.03,109.76,0.87,-1,-1,-1
41,3,1268.93,401.17,37.82,113.12,0.85,-1,-1,-1
42,1,1250.27,433.92,44.54,109.43,0.81,-1,-1,-1
42,2,1228.33,386.09,40.58,110.50,0.87,-1,-1,-1
42,3,1268.23,400.82,37.72,113.25,0.85,-1,-1,-1
43,1,1249.40,433.51,44.75,110.00,0.83,-1,-1,-1
43,2,1227.80,386.31,40.30,111.65,0.87,-1,-1,-1
43,3,1268.17,401.13,37.36,111.96,0.85,-1,-1,-1
44,1,1248.64,433.35,44.84,110.64,0.84,-1,-1,-1
44,2,1226.50,386.84,39.81,111.63,0.87,-1,-1,-1
44,3,1267.21,401.70,37.39,111.48,0.83,-1,-1,-1
45,1,1247.99,433.30,44.77,110.86,0.84,-1,-1,-1
45,2,1224.78,387.49,39.48,110.72,0.86,-1,-1,-1
45,3,1265.42,401.91,37.63,110.86,0.83,-1,-1,-1
46,1,1248.05,433.73,44.17,109.16,0.83,-1,-1,-1
46,2,1223.08,387.51,39.73,110.80,0.85,-1,-1,-1
46,3,1263.77,402.21,37.96,110.19,0.81,-1,-1,-1
47,1,1246.86,434.12,42.84,106.70,0.82,-1,-1,-1
47,2,1222.49,387.73,39.80,109.93,0.85,-1,-1,-1
47,3,1262.79,402.99,37.99,109.06,0.81,-1,-1,-1
48,1,1245.71,433.82,42.01,105.31,0.82,-1,-1,-1
48,2,1220.36,387.81,40.15,109.59,0.87,-1,-1,-1
48,3,1261.52,404.17,38.10,108.20,0.81,-1,-1,-1
49,1,1245.52,434.16,41.28,104.35,0.82,-1,-1,-1
49,2,1219.10,388.06,40.39,109.02,0.88,-1,-1,-1
49,3,1261.04,404.61,38.23,107.90,0.82,-1,-1,-1
50,1,1244.75,433.84,40.67,103.55,0.81,-1,-1,-1
50,2,1218.11,388.60,40.71,108.35,0.88,-1,-1,-1
50,3,1260.25,404.98,38.67,108.25,0.83,-1,-1,-1
51,1,1243.44,432.60,40.75,104.61,0.82,-1,-1,-1
51,2,1217.40,389.02,40.70,107.20,0.88,-1,-1,-1
51,3,1259.60,404.88,38.73,107.06,0.85,-1,-1,-1
52,1,1242.94,432.36,40.88,105.46,0.82,-1,-1,-1
52,2,1216.61,389.39,40.93,106.77,0.88,-1,-1,-1
52,3,1258.37,405.06,39.01,106.63,0.85,-1,-1,-1
53,1,1242.38,432.50,40.82,105.78,0.81,-1,-1,-1
53,2,1215.81,389.52,41.22,106.62,0.89,-1,-1,-1
53,3,1257.62,405.34,39.77,107.38,0.85,-1,-1,-1
54,1,1241.29,433.01,40.85,106.35,0.82,-1,-1,-1
54,2,1214.99,389.34,41.53,107.02,0.88,-1,-1,-1
54,3,1257.07,405.43,39.76,106.34,0.85,-1,-1,-1
55,1,1239.92,433.21,41.94,110.13,0.81,-1,-1,-1
55,2,1214.45,389.71,41.32,106.28,0.89,-1,-1,-1
55,3,1256.32,405.68,40.00,107.31,0.82,-1,-1,-1
56,1,1238.27,433.28,42.03,111.98,0.82,-1,-1,-1
56,2,1214.02,390.07,40.85,105.11,0.89,-1,-1,-1
56,3,1255.41,405.99,39.64,107.23,0.83,-1,-1,-1
57,1,1237.04,433.09,42.43,114.44,0.83,-1,-1,-1
57,2,1213.44,390.19,40.69,105.13,0.88,-1,-1,-1
57,3,1254.42,405.87,39.05,106.77,0.82,-1,-1,-1
58,1,1236.25,433.68,42.41,114.92,0.81,-1,-1,-1
58,2,1212.71,390.23,40.84,106.05,0.87,-1,-1,-1
58,3,1253.46,405.81,39.19,108.39,0.81,-1,-1,-1
59,1,1235.61,434.35,40.50,110.22,0.78,-1,-1,-1
59,2,1212.65,390.69,40.52,105.95,0.87,-1,-1,-1
59,3,1252.19,406.23,38.45,108.12,0.82,-1,-1,-1
60,1,1235.03,436.41,39.63,107.01,0.79,-1,-1,-1
60,2,1211.52,390.85,39.99,105.92,0.88,-1,-1,-1
60,3,1250.40,406.38,39.08,112.03,0.80,-1,-1,-1
61,1,1234.39,436.49,39.32,105.37,0.78,-1,-1,-1
61,2,1210.88,390.68,39.39,105.92,0.88,-1,-1,-1
61,3,1249.26,406.65,39.43,115.69,0.82,-1,-1,-1
62,1,1231.48,436.74,41.04,108.82,0.82,-1,-1,-1
62,2,1209.48,390.39,38.87,106.36,0.86,-1,-1,-1
62,3,1248.54,406.75,39.31,117.52,0.82,-1,-1,-1
63,1,1229.80,436.82,42.04,110.09,0.80,-1,-1,-1
63,2,1208.80,390.27,38.17,106.09,0.85,-1,-1,-1
63,3,1248.51,407.22,37.97,115.56,0.82,-1,-1,-1
64,1,1229.19,436.84,42.45,111.02,0.77,-1,-1,-1
64,2,1207.84,390.22,37.58,105.99,0.86,-1,-1,-1
64,3,1248.85,407.39,36.84,113.88,0.83,-1,-1,-1
65,1,1228.61,437.06,42.50,110.92,0.81,-1,-1,-1
65,2,1206.83,389.98,36.95,105.95,0.87,-1,-1,-1
65,3,1248.59,407.67,36.36,114.12,0.84,-1,-1,-1
66,1,1228.48,437.14,42.41,110.43,0.81,-1,-1,-1
66,2,1206.20,389.88,36.38,105.50,0.86,-1,-1,-1
66,3,1247.68,406.88,36.98,117.75,0.84,-1,-1,-1
67,1,1228.45,437.16,42.42,110.23,0.80,-1,-1,-1
67,2,1205.49,390.07,35.42,103.54,0.88,-1,-1,-1
67,3,1247.36,406.58,36.33,116.91,0.85,-1,-1,-1
68,1,1228.31,437.16,42.75,110.59,0.82,-1,-1,-1
68,2,1204.37,390.36,35.03,102.36,0.87,-1,-1,-1
68,3,1247.06,406.67,35.63,115.66,0.84,-1,-1,-1
69,1,1228.17,437.60,43.09,110.72,0.85,-1,-1,-1
69,2,1202.38,390.47,35.43,102.83,0.87,-1,-1,-1
69,3,1246.16,407.16,35.21,114.72,0.83,-1,-1,-1
70,1,1227.63,438.42,43.36,110.32,0.85,-1,-1,-1
70,2,1199.30,390.06,36.74,104.81,0.88,-1,-1,-1
70,3,1244.87,407.11,35.23,114.36,0.82,-1,-1,-1
71,1,1227.57,439.62,43.23,108.82,0.84,-1,-1,-1
71,2,1196.49,389.68,37.96,106.00,0.88,-1,-1,-1
71,3,1243.75,407.09,35.69,114.66,0.82,-1,-1,-1
72,1,1226.31,440.51,43.01,107.81,0.83,-1,-1,-1
72,2,1193.86,389.98,38.98,106.01,0.89,-1,-1,-1
72,3,1242.87,407.08,35.93,114.32,0.82,-1,-1,-1
73,1,1223.81,440.38,42.54,107.88,0.84,-1,-1,-1
73,2,1191.83,390.32,39.76,105.57,0.88,-1,-1,-1
73,3,1241.86,407.07,36.57,115.08,0.82,-1,-1,-1
74,1,1222.52,439.87,42.25,108.36,0.84,-1,-1,-1
74,2,1190.29,390.45,40.82,105.84,0.88,-1,-1,-1
74,3,1241.52,407.51,36.78,114.48,0.83,-1,-1,-1
75,1,1221.23,440.11,42.01,108.54,0.85,-1,-1,-1
75,2,1189.07,390.49,41.72,105.95,0.89,-1,-1,-1
75,3,1240.93,407.67,36.95,113.79,0.82,-1,-1,-1
76,1,1220.42,440.19,41.76,108.61,0.84,-1,-1,-1
76,2,1188.57,390.51,42.24,105.54,0.89,-1,-1,-1
76,3,1240.13,407.73,37.34,113.53,0.82,-1,-1,-1
77,1,1219.77,439.99,41.52,108.64,0.83,-1,-1,-1
77,2,1187.44,390.96,42.64,104.94,0.90,-1,-1,-1
77,3,1238.84,407.30,37.74,113.43,0.83,-1,-1,-1
78,1,1219.26,440.13,41.15,108.21,0.85,-1,-1,-1
78,2,1186.45,391.12,43.13,104.71,0.90,-1,-1,-1
78,3,1237.69,407.13,38.38,113.84,0.84,-1,-1,-1
79,1,1218.48,440.17,40.47,106.71,0.84,-1,-1,-1
79,2,1186.03,390.74,43.49,104.63,0.90,-1,-1,-1
79,3,1236.65,406.40,39.01,114.00,0.85,-1,-1,-1
80,1,1217.43,439.96,40.03,106.14,0.84,-1,-1,-1
80,2,1185.29,390.14,44.00,105.04,0.90,-1,-1,-1
80,3,1235.55,406.35,39.81,114.51,0.87,-1,-1,-1
81,1,1216.38,440.32,39.44,104.60,0.83,-1,-1,-1
81,2,1185.55,389.92,44.07,104.76,0.89,-1,-1,-1
81,3,1234.43,406.33,40.71,115.14,0.87,-1,-1,-1
82,1,1214.17,440.67,39.33,103.58,0.83,-1,-1,-1
82,2,1185.47,389.83,44.53,105.55,0.89,-1,-1,-1
82,3,1233.47,406.10,41.27,114.93,0.86,-1,-1,-1
83,1,1212.43,441.03,39.43,102.77,0.84,-1,-1,-1
83,2,1184.99,389.58,44.77,105.84,0.89,-1,-1,-1
83,3,1233.04,406.02,41.68,114.40,0.86,-1,-1,-1
84,1,1210.90,440.70,40.40,104.28,0.85,-1,-1,-1
84,2,1184.37,389.49,44.92,105.95,0.89,-1,-1,-1
84,3,1231.79,405.99,42.29,114.64,0.85,-1,-1,-1
85,1,1210.11,440.80,40.39,103.07,0.83,-1,-1,-1
85,2,1183.83,389.90,44.74,105.55,0.89,-1,-1,-1
85,3,1230.90,406.20,42.52,114.29,0.85,-1,-1,-1
86,1,1209.75,440.83,40.63,102.63,0.82,-1,-1,-1
86,2,1182.91,390.28,44.37,104.94,0.89,-1,-1,-1
86,3,1229.39,405.84,43.23,115.49,0.85,-1,-1,-1
87,1,1209.07,441.28,40.99,103.37,0.83,-1,-1,-1
87,2,1182.52,389.98,44.37,105.61,0.88,-1,-1,-1
87,3,1227.94,405.71,43.51,116.38,0.84,-1,-1,-1
88,1,1210.13,441.45,41.25,102.77,0.79,-1,-1,-1
88,2,1181.56,389.64,44.26,106.31,0.88,-1,-1,-1
88,3,1227.72,405.88,43.04,115.39,0.83,-1,-1,-1
89,1,1208.92,440.61,41.97,104.35,0.82,-1,-1,-1
89,2,1180.51,389.52,43.87,106.57,0.88,-1,-1,-1
89,3,1225.92,405.73,43.68,118.12,0.84,-1,-1,-1
90,1,1207.88,439.84,42.57,105.39,0.81,-1,-1,-1
90,2,1179.21,389.47,43.80,108.00,0.87,-1,-1,-1
90,3,1224.53,405.67,42.74,116.93,0.83,-1,-1,-1
91,1,1208.36,439.33,42.87,105.34,0.77,-1,-1,-1
91,2,1178.34,389.23,42.83,107.20,0.87,-1,-1,-1
91,3,1223.75,405.65,41.17,114.22,0.82,-1,-1,-1
92,1,1206.99,438.92,43.49,106.66,0.79,-1,-1,-1
92,2,1177.46,389.59,41.83,106.44,0.87,-1,-1,-1
92,3,1223.29,405.65,39.18,110.94,0.83,-1,-1,-1
93,1,1205.57,438.76,42.92,105.82,0.79,-1,-1,-1
93,2,1176.44,389.50,41.12,106.60,0.87,-1,-1,-1
93,3,1222.64,405.87,38.59,111.99,0.82,-1,-1,-1
94,1,1204.60,438.49,42.70,105.50,0.80,-1,-1,-1
94,2,1175.18,389.03,40.88,107.99,0.87,-1,-1,-1
94,3,1221.53,405.96,38.39,114.17,0.82,-1,-1,-1
95,1,1204.45,438.61,42.27,104.48,0.79,-1,-1,-1
95,2,1174.21,389.07,40.96,110.29,0.87,-1,-1,-1
95,3,1220.83,405.99,38.06,115.88,0.81,-1,-1,-1
96,1,1202.98,438.89,41.40,103.20,0.82,-1,-1,-1
96,2,1173.59,389.31,40.70,111.59,0.87,-1,-1,-1
96,3,1220.46,405.78,37.33,116.09,0.82,-1,-1,-1
97,1,1202.40,438.77,41.20,103.62,0.83,-1,-1,-1
97,2,1173.07,390.29,40.33,112.51,0.87,-1,-1,-1
97,3,1219.95,405.48,37.00,117.05,0.83,-1,-1,-1
98,1,1201.56,438.95,40.65,103.34,0.83,-1,-1,-1
98,2,1172.66,390.66,39.81,112.41,0.87,-1,-1,-1
98,3,1219.51,405.37,36.54,116.97,0.83,-1,-1,-1
99,1,1199.90,438.58,40.51,104.13,0.82,-1,-1,-1
99,2,1172.04,391.47,39.74,112.79,0.87,-1,-1,-1
99,3,1219.50,405.55,36.14,116.92,0.83,-1,-1,-1
100,1,1198.77,438.22,41.53,107.56,0.83,-1,-1,-1
100,2,1171.07,391.77,39.47,112.03,0.87,-1,-1,-1
100,3,1219.25,405.84,35.66,116.45,0.84,-1,-1,-1
101,1,1198.77,438.30,41.13,106.64,0.79,-1,-1,-1
101,2,1170.30,392.10,39.34,111.27,0.87,-1,-1,-1
101,3,1219.27,405.95,35.30,116.26,0.85,-1,-1,-1
102,1,1197.64,438.79,41.54,108.05,0.77,-1,-1,-1
102,2,1169.83,392.22,38.83,109.64,0.87,-1,-1,-1
102,3,1218.95,406.00,35.01,116.19,0.84,-1,-1,-1
103,1,1195.22,438.97,43.08,113.00,0.84,-1,-1,-1
103,2,1169.16,392.25,38.81,109.46,0.86,-1,-1,-1
103,3,1218.99,405.79,34.62,116.16,0.85,-1,-1,-1
104,1,1193.49,439.04,43.59,114.85,0.86,-1,-1,-1
104,2,1169.00,392.71,38.69,108.94,0.86,-1,-1,-1
104,3,1218.62,405.93,34.41,116.14,0.85,-1,-1,-1
105,1,1191.78,439.51,44.18,115.55,0.88,-1,-1,-1
105,2,1168.45,392.87,38.80,108.75,0.86,-1,-1,-1
105,3,1218.50,405.99,34.34,116.13,0.84,-1,-1,-1
106,1,1190.21,439.91,44.55,115.34,0.85,-1,-1,-1
106,2,1168.35,393.15,38.67,108.23,0.86,-1,-1,-1
106,3,1218.54,406.01,35.09,118.81,0.83,-1,-1,-1
107,1,1188.42,440.73,44.48,113.90,0.85,-1,-1,-1
107,2,1168.40,393.69,38.52,107.59,0.86,-1,-1,-1
107,3,1218.00,405.79,36.51,122.90,0.80,-1,-1,-1
108,1,1185.89,440.81,44.69,113.32,0.85,-1,-1,-1
108,2,1167.08,393.67,38.51,107.80,0.86,-1,-1,-1
108,3,1217.71,406.15,36.37,121.81,0.82,-1,-1,-1
109,1,1184.57,441.73,44.69,112.19,0.86,-1,-1,-1
109,2,1165.41,394.09,38.21,107.89,0.87,-1,-1,-1
109,3,1217.46,406.51,36.64,121.80,0.82,-1,-1,-1
110,1,1184.08,442.29,44.77,111.30,0.86,-1,-1,-1
110,2,1164.52,394.47,37.79,107.48,0.88,-1,-1,-1
110,3,1216.35,406.87,37.01,121.77,0.83,-1,-1,-1
111,1,1183.75,442.27,45.20,111.84,0.82,-1,-1,-1
111,2,1163.91,394.60,37.36,107.33,0.88,-1,-1,-1
111,3,1215.52,407.23,37.11,120.85,0.83,-1,-1,-1
112,1,1183.24,442.48,45.31,111.60,0.80,-1,-1,-1
112,2,1162.98,394.86,36.87,107.28,0.88,-1,-1,-1
112,3,1215.27,407.36,37.95,121.83,0.84,-1,-1,-1
113,1,1182.08,442.99,45.59,111.50,0.81,-1,-1,-1
113,2,1162.28,395.18,36.56,107.26,0.88,-1,-1,-1
113,3,1214.64,408.07,37.60,119.08,0.85,-1,-1,-1
114,1,1180.71,443.18,45.87,111.46,0.81,-1,-1,-1
114,2,1161.68,395.06,36.29,106.82,0.89,-1,-1,-1
114,3,1213.72,408.11,37.97,118.45,0.84,-1,-1,-1
115,1,1180.66,442.79,45.99,111.44,0.83,-1,-1,-1
115,2,1160.69,395.01,36.00,106.21,0.89,-1,-1,-1
115,3,1212.98,408.57,38.03,117.33,0.84,-1,-1,-1
116,1,1179.91,443.31,45.80,110.53,0.83,-1,-1,-1
116,2,1159.92,394.76,35.84,105.54,0.88,-1,-1,-1
116,3,1212.04,408.51,38.52,117.80,0.85,-1,-1,-1
117,1,1179.61,443.04,45.84,110.64,0.84,-1,-1,-1
117,2,1159.72,394.66,35.69,104.84,0.89,-1,-1,-1
117,3,1211.35,408.70,38.51,116.65,0.85,-1,-1,-1
118,1,1178.71,443.39,45.70,110.23,0.83,-1,-1,-1
118,2,1159.20,394.61,35.69,104.15,0.88,-1,-1,-1
118,3,1210.89,408.77,38.96,116.66,0.85,-1,-1,-1
119,1,1177.79,442.84,45.98,110.97,0.84,-1,-1,-1
119,2,1158.91,394.82,35.94,104.35,0.89,-1,-1,-1
119,3,1209.85,408.79,39.11,116.67,0.86,-1,-1,-1
120,1,1177.63,443.07,45.79,110.80,0.86,-1,-1,-1
120,2,1157.69,395.11,36.53,105.33,0.89,-1,-1,-1
120,3,1209.00,409.01,39.24,116.69,0.86,-1,-1,-1
121,1,1177.71,443.38,45.49,110.29,0.86,-1,-1,-1
121,2,1156.68,395.44,37.02,105.71,0.90,-1,-1,-1
121,3,1208.85,409.31,38.98,115.80,0.87,-1,-1,-1
122,1,1177.35,443.94,45.33,110.10,0.84,-1,-1,-1
122,2,1155.59,395.56,37.79,107.19,0.90,-1,-1,-1
122,3,1208.43,409.42,38.77,115.48,0.87,-1,-1,-1
123,1,1178.02,445.03,44.60,108.24,0.81,-1,-1,-1
123,2,1154.93,395.38,38.62,109.08,0.90,-1,-1,-1
123,3,1208.38,409.68,38.51,115.36,0.86,-1,-1,-1
124,1,1176.03,444.09,44.38,107.99,0.78,-1,-1,-1
124,2,1154.29,395.31,38.88,109.36,0.90,-1,-1,-1
124,3,1208.12,409.77,38.04,114.88,0.86,-1,-1,-1
125,1,1174.78,444.63,43.57,105.67,0.79,-1,-1,-1
125,2,1154.03,395.28,39.07,109.45,0.90,-1,-1,-1
125,3,1208.25,410.02,37.45,114.26,0.86,-1,-1,-1
126,1,1173.69,444.37,43.67,105.71,0.80,-1,-1,-1
126,2,1153.54,395.48,39.08,109.03,0.90,-1,-1,-1
126,3,1208.03,410.11,36.90,114.04,0.86,-1,-1,-1
127,1,1172.63,444.27,44.17,106.19,0.79,-1,-1,-1
127,2,1152.89,395.34,39.17,108.86,0.90,-1,-1,-1
127,3,1207.71,410.13,36.32,113.97,0.86,-1,-1,-1
128,1,1171.96,443.78,44.08,105.49,0.78,-1,-1,-1
128,2,1152.26,395.50,39.14,108.34,0.91,-1,-1,-1
128,3,1207.82,410.14,35.69,113.50,0.85,-1,-1,-1
129,1,1170.97,444.71,43.81,103.89,0.76,-1,-1,-1
129,2,1151.49,395.56,39.34,108.14,0.91,-1,-1,-1
129,3,1207.61,410.36,35.08,112.89,0.85,-1,-1,-1
130,1,1170.59,444.16,43.78,103.31,0.79,-1,-1,-1
130,2,1151.15,395.58,39.55,108.06,0.91,-1,-1,-1
130,3,1207.28,410.43,34.51,112.22,0.85,-1,-1,-1
131,1,1169.95,444.62,42.15,98.62,0.67,-1,-1,-1
131,2,1150.61,395.81,39.62,107.59,0.91,-1,-1,-1
131,3,1205.90,410.46,34.13,111.09,0.87,-1,-1,-1
132,1,1169.31,443.65,43.32,100.53,0.78,-1,-1,-1
132,2,1149.91,396.11,39.78,107.41,0.91,-1,-1,-1
132,3,1204.60,410.46,34.72,112.03,0.87,-1,-1,-1
133,1,1168.77,443.53,43.51,100.79,0.79,-1,-1,-1
133,2,1148.66,396.22,40.08,107.34,0.91,-1,-1,-1
133,3,1203.54,410.68,35.23,112.39,0.87,-1,-1,-1
134,1,1167.79,442.14,44.31,102.71,0.82,-1,-1,-1
134,2,1147.74,396.26,40.23,106.87,0.91,-1,-1,-1
134,3,1201.20,410.98,35.79,111.65,0.88,-1,-1,-1
135,1,1167.33,442.06,43.94,101.66,0.81,-1,-1,-1
135,2,1146.83,396.50,40.58,106.69,0.92,-1,-1,-1
135,3,1198.59,411.09,36.80,111.37,0.89,-1,-1,-1
136,1,1166.30,441.60,44.68,103.51,0.81,-1,-1,-1
136,2,1145.95,396.58,40.94,106.63,0.92,-1,-1,-1
136,3,1197.30,411.35,37.89,111.73,0.90,-1,-1,-1
